line	reasons
đường nghiem xuân yem thanh trì hà nội	0:thieu_dau_sai_chinh_ta[nghiem,yem]
284 Đường Quang Ham P. 5 Gò Vấp	4:duoi_32_ky_tu
đường 13 bình thạnh hồ chí minh	4:duoi_32_ky_tu
đường tân thành quận 5	4:duoi_32_ky_tu
đường tỉnh lộ 47, xã cửa dương	4:duoi_32_ky_tu
đường quốc lộ 1a dĩ an	4:duoi_32_ky_tu
nguyễn khánh toan, nha trang	4:duoi_32_ky_tu
đường 16, bến cát bình dương	4:duoi_32_ky_tu
đường d52 thủ đức, hồ chí minh	4:duoi_32_ky_tu
hai bà trưng - đà lạt lâm đồng	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Thanh Nê - Kiến Xương - Thái Bình	1:gach_noi_giua_cap
dương thị mười - phường tân thới hiệp quận 12 - hồ chí minh	1:gach_noi_giua_cap
43/ 27kp 3 - vuon lai - an phú đông - quận 12 hồ chí minh	0:thieu_dau_sai_chinh_ta[vuon] | 1:gach_noi_giua_cap
Đường 62 - Quận 7 - Hồ Chí Minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường phan khôi - đà nẵng	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
ngô quyền đà lạt - lâm đồng	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường huỳnh khương an - vũng tàu	1:gach_noi_giua_cap
tân lập, nha trang	4:duoi_32_ky_tu
dự án huy hoàng phường	4:duoi_32_ky_tu
đường lê lợi huế	4:duoi_32_ky_tu
thuong dong hiển khánh vụ bản - nam định	0:thieu_dau_sai_chinh_ta[thuong] | 1:gach_noi_giua_cap
dự án euro village - sơn trà - đà nẵng	1:gach_noi_giua_cap
dự án chung cự đồng hung - quận 12 - hồ chí minh	0:thieu_dau_sai_chinh_ta[đồng hung,hung quận] | 1:gach_noi_giua_cap
Screc Tower Quận 3 Hồ Chí Minh	4:duoi_32_ky_tu
phạm hữu chí, hồ chí minh	4:duoi_32_ky_tu
ngũ hành sơn đà nẵng	4:duoi_32_ky_tu
ngõ 46 Phố Quận Nhân Cầu Giấy	4:duoi_32_ky_tu
Lê Hữu Kieu Quận 2 Hồ Chí Minh	4:duoi_32_ky_tu
số 53 đường xuân thới sơn 12 hóc môn - hồ chí minh	1:gach_noi_giua_cap
số 71 74 hữu hung đại mỗ	4:duoi_32_ky_tu
phường lái thiêu - thuận an bình dương	1:gach_noi_giua_cap
dự án rice home song hồng - long biên - hà nội	1:gach_noi_giua_cap
cu lao phú nhuận hồ chí minh	4:duoi_32_ky_tu
đt 743c, dĩ an, bình dương	4:duoi_32_ky_tu
cao bá quát hội an	4:duoi_32_ky_tu
trung hành hải an - hải phòng	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
xã hiệp thành, thủ dầu một	4:duoi_32_ky_tu
Đường 24 - Linh Đông - Thủ Đức	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
10 Đường Quan Hoa, Cầu Giấy hà nội	0:thieu_dau_sai_chinh_ta[đường quan,hoa cầu]
phố dang thái than phan chu trinh hoàn kiếm - hà nội	1:gach_noi_giua_cap
định công hoàng mai hà nội	4:duoi_32_ky_tu
đường nguyễn tri phương - phường xuân an - long khánh	1:gach_noi_giua_cap
trường thịnh ứng hòa - hà nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường 3 ninh kiều	4:duoi_32_ky_tu
Đường Chu Văn - Hạ Long - Nam Định	1:gach_noi_giua_cap
yên thuận, cái răng, cần thơ	4:duoi_32_ky_tu
sông đà, thủ đức, hồ chí minh	4:duoi_32_ky_tu
số 9 - ngõ 267 - đường hoàng hoa thám - ba đình - hà nội	1:gach_noi_giua_cap
96 Định Công - Thanh Xuân	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đông thạnh, hồ chí minh	4:duoi_32_ky_tu
441/ 27 - nguyễn đình chiểu - phường 5 - quận 3 - hồ chí minh	1:gach_noi_giua_cap
toà nhà văn phòng elinco	4:duoi_32_ky_tu
đường 12 thủ dầu một - bình dương	1:gach_noi_giua_cap
xã thiện trí cái bè tiền giang	4:duoi_32_ky_tu
Đường Tôn Thất Thuyết - Quận 4	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
dự án the vân phú victoria - hà đông - hà nội	1:gach_noi_giua_cap
trần xuân soạn quận 7	4:duoi_32_ky_tu
trương định - quận 1	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
ngõ 298/ 77/ 25/ 38 đường ngọc hồi - thanh trì hà nội	1:gach_noi_giua_cap
đường 11, phú nhuanho chí minh	4:duoi_32_ky_tu
phường 10 - lý chiêu hoàng quận 6 hồ chí minh	1:gach_noi_giua_cap
Ngõ 34 Mã Mây	4:duoi_32_ky_tu
Khu can ho Chanh Hung - Giai Việt	0:thieu_dau_sai_chinh_ta[can ho] | 1:gach_noi_giua_cap
dự án khu căn hộ cao cấp chánh hưng - quận 8 - hồ chí minh	1:gach_noi_giua_cap
Thanh Niên Hóc Môn	4:duoi_32_ky_tu
the vesta - hà đông - hà nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường đồng khởi, trà vinh	4:duoi_32_ky_tu
ecohome 2 đường xuân đỉnh xã đông ngac bắc từ liêm	0:thieu_dau_sai_chinh_ta[ngac]
373 lý thường kiệt tân bình	4:duoi_32_ky_tu
1436 trịnh quang nghị, f7, q. 8	4:duoi_32_ky_tu
25a mai thị lựu quận 1	4:duoi_32_ky_tu
dã tượng, nha trang	4:duoi_32_ky_tu
đường 7 phường an phú quận 2	4:duoi_32_ky_tu
lô 12 - kđt mới văn phú - đường lê trọng tấn - hà đông	1:gach_noi_giua_cap
phố yên phúc	4:duoi_32_ky_tu
thới tam thôn 7, hồ chí minh	4:duoi_32_ky_tu
đường lê lợi huế thừa thiên huế	4:duoi_32_ky_tu
hà hoàng hổ long xuyên	4:duoi_32_ky_tu
chung cu phú sơn	0:thieu_dau_sai_chinh_ta[chung cu] | 4:duoi_32_ky_tu
chu văn an phường bình chiểu - thủ đức hồ chí minh	1:gach_noi_giua_cap
đường 10m thành thái - quận 10 hồ chí minh	1:gach_noi_giua_cap
Lê Trọng Tấn, La Khê, Hà Đông	4:duoi_32_ky_tu
đường 24 - Thủ Đức Hồ Chí Minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
xã tân quy tây	4:duoi_32_ky_tu
giải phóng - hai bà trưng - hà nội	1:gach_noi_giua_cap
111 - đường lũy bán bích tân phú	1:gach_noi_giua_cap
số 30 353 an dương vượng tây hồ	4:duoi_32_ky_tu
Bình An, Dĩ An Bình Dương	4:duoi_32_ky_tu
đường đường ton hai ngũ hành sơn - đà nẵng	1:gach_noi_giua_cap | 2:trung_keyword[đường đường]
Hàng Nón Hoàn Kiếm Hà Nội	4:duoi_32_ky_tu
đường 4 quận 9	4:duoi_32_ky_tu
Đường Nguyễn Thuật - Phường Hòa An - Cẩm Lệ - Đà Nẵng	1:gach_noi_giua_cap
đường dương quảng hàm - phường 15 - gò vấp - hồ chí minh	1:gach_noi_giua_cap
can ho 8x plus trường chinh	0:thieu_dau_sai_chinh_ta[can ho] | 4:duoi_32_ky_tu
đường hai bà trưng - tân định - quận 1	1:gach_noi_giua_cap
64 Đường 6 linh trung	4:duoi_32_ky_tu
scetpa building	3:keyword_la_toan_so | 4:duoi_32_ky_tu
quận 12 sài gòn	4:duoi_32_ky_tu
đường lạc long quân, vĩnh yên	4:duoi_32_ky_tu
Phường Hòa Thạnh, Đường Trinh Dinh Trong Tân Phú hồ chí minh	0:thieu_dau_sai_chinh_ta[trong tân]
xã ia sao, ia grai	4:duoi_32_ky_tu
tân khai tân bình	4:duoi_32_ky_tu
xã long phước, đồng nai	4:duoi_32_ky_tu
Nguyễn Tĩnh Đông Hương	4:duoi_32_ky_tu
đường trần phú cẩm phả - quảng ninh	1:gach_noi_giua_cap
ngõ 29 phố láng hạ - ba đình - hà nội	1:gach_noi_giua_cap
Dự án Lavita Garden - Phường Trường Thọ - Thủ Đức	1:gach_noi_giua_cap
đường tân thới hiệp.  - quận 12 - hồ chí minh	1:gach_noi_giua_cap
Huỳnh Văn Co - Hồ Chí Minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đại tao, quốc oai, hà nội	4:duoi_32_ky_tu
đường ho xuân hương quận ngũ hành sơn	0:thieu_dau_sai_chinh_ta[đường ho]
hà lung	4:duoi_32_ky_tu
đặng châu tuệ - quảng ninh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường nguyễn bặc nha trang	4:duoi_32_ky_tu
243/ 2/ 61 Chu Văn An - P. 12 - Q. Bình Thạnh - Hồ Chí Minh	1:gach_noi_giua_cap
xã phạm văn hai thới hòa	4:duoi_32_ky_tu
Đường Hồng Bàng nha trang	4:duoi_32_ky_tu
that sơn - quận 10 - hồ chí minh	0:thieu_dau_sai_chinh_ta[that] | 1:gach_noi_giua_cap
quốc lộ 3 - mai đình - sóc sơn - hà nội	1:gach_noi_giua_cap
phường tăng nhơn phú a - đường làng tăng phú quận 9	1:gach_noi_giua_cap
Đường Phạm Hữu Lầu Xã Phước Kiển - Nhà Bè - hồ chí minh	1:gach_noi_giua_cap
chợ đêm hạnh thông tây - đường quang trung gò vấp - hồ chí minh	1:gach_noi_giua_cap
Võ Thị Sáu Hai Bà Trưng	4:duoi_32_ky_tu
xã bình mỹ hồ chí minh	4:duoi_32_ky_tu
thôn ngọc truc, đại mỗ, nam từ liêm, hà nội	0:thieu_dau_sai_chinh_ta[truc]
xã tân hội đan phượng hà nội	4:duoi_32_ky_tu
đường nguyễn thái bình tân bình - tp hồ chí minh	1:gach_noi_giua_cap
số 54b phú xá, hà nội	4:duoi_32_ky_tu
krông buk, đắk lắk	4:duoi_32_ky_tu
phố dinh liệt tam kỳ	4:duoi_32_ky_tu
đường nguyễn văn linh sóc trăng	4:duoi_32_ky_tu
phường 7 - bình tiên - quận 6	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
phố thị sách phường ngô thì nhậm - hai bà trưng - hà nội	1:gach_noi_giua_cap
lương khai siêu phường bình thọ	4:duoi_32_ky_tu
Thuận Hóa Thừa Thiên Huế	4:duoi_32_ky_tu
phố hà trung hà nội	4:duoi_32_ky_tu
phạm việt chanh cẩm lệ đà nẵng	4:duoi_32_ky_tu
đường củ chi	4:duoi_32_ky_tu
đường trần văn trà - cẩm lệ - đà nẵng	1:gach_noi_giua_cap
Đường Cam Bắc 11	4:duoi_32_ky_tu
Bạch Đằng, Hồng Bàng	4:duoi_32_ky_tu
huyện cẩm phả quảng ninh	4:duoi_32_ky_tu
tản đà - quận 5 - hồ chí minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
võ văn dung đống đa hà nội	4:duoi_32_ky_tu
90 nguyễn tuan hà nội	4:duoi_32_ky_tu
nguyễn thượng hiền - đà nẵng	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
dự án eco spring tân triều - hà nội	1:gach_noi_giua_cap
đường 34, quận 6, hồ chí minh	4:duoi_32_ky_tu
Dự án Eco Village Xã Đức Hoà Hạ Đức Hòa - Long An	1:gach_noi_giua_cap
đường cầu mới, đống đa, hà nội	4:duoi_32_ky_tu
38 - nguyễn chí thanh dự án la paz tower - hải châu - đà nẵng	1:gach_noi_giua_cap
đường nguyễn phúc chu phan thiet bình thuận	0:thieu_dau_sai_chinh_ta[thiet,phan thiet,thiet bình]
đường quốc lộ 1a núi thành	4:duoi_32_ky_tu
phổ quang tân bình hồ chí minh	4:duoi_32_ky_tu
12 KDT mới Vân Phú Lê Trọng Tấn - Hà Đông - Hà Nội	1:gach_noi_giua_cap
Đường Hưng Phú Cần Thơ	4:duoi_32_ky_tu
Cách Mạng Tháng Tám - Quận 10 - Tp Hồ Chí Minh	1:gach_noi_giua_cap
dự án khu đỗ thị mới phap văn tự hiep hoàng mai, hà nội	0:thieu_dau_sai_chinh_ta[phap,hiep]
Phú Lãm - Hà Nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường bạch đằng, hồng bàng	4:duoi_32_ky_tu
quận 9	4:duoi_32_ky_tu
đường 6, bến lức	4:duoi_32_ky_tu
valora fuji, quận 9 hồ chí minh	4:duoi_32_ky_tu
dự án an phú an khánh - đường nguyễn hoàng - quận 2 hồ chí minh	1:gach_noi_giua_cap
đường vọng hà - phường chương dương độ - hà nội	1:gach_noi_giua_cap
housing - trung kính phường yên hòa - hà nội	1:gach_noi_giua_cap
quốc lộ 91, long xuyên	4:duoi_32_ky_tu
hát môn phúc thọ hà nội	4:duoi_32_ky_tu
số 38 ngach 93 ngõ vạn hương, đống đa, hà nội	0:thieu_dau_sai_chinh_ta[ngach]
34/ 1a trần khánh dư quận 1 - hồ chí minh	1:gach_noi_giua_cap
phố quang trung - gò vấp	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Đường Hiệp Thành 6, Quận 12	4:duoi_32_ky_tu
đường lạc long quânp3 - quận 11 - hồ chí minh	1:gach_noi_giua_cap
đường 647, thủ đức	4:duoi_32_ky_tu
Đường 12 - Phường Trường Thọ - Thủ Đức - Hồ Chí Minh	1:gach_noi_giua_cap
khu dân cu thành trực	0:thieu_dau_sai_chinh_ta[dân cu] | 4:duoi_32_ky_tu
17 nguyễn cửu đàm, tân phú	4:duoi_32_ky_tu
thới an 9 quận 12	4:duoi_32_ky_tu
đường mai xuân thưởng - vĩnh hải - nha trang - khánh hòa	1:gach_noi_giua_cap
bửu long, biên hòa, đồng nai	4:duoi_32_ky_tu
phường nguyễn an ninh	4:duoi_32_ky_tu
cowaelmic thanh xuân hà nội	4:duoi_32_ky_tu
50 đường đồng xoài, hồ chí minh	4:duoi_32_ky_tu
đường lê quang đào - phường an hải dong - sơn trà	1:gach_noi_giua_cap
dự án toà nhà cowaelmic - thanh xuân - hà nội	1:gach_noi_giua_cap
Xã Mỹ Yên Bến Lức	4:duoi_32_ky_tu
mỹ khánh 4, quận 7, sài gòn	4:duoi_32_ky_tu
Đường Yên Thuận	4:duoi_32_ky_tu
đường bùi thị xuân - dĩ an bình dương	1:gach_noi_giua_cap
Phường 1, Lý Thái Tổ, Quận 3	4:duoi_32_ky_tu
đổ bá - ngũ hành sơn đà nẵng	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
số nha 51c	4:duoi_32_ky_tu
đường trần quang diệu tam kỳ	4:duoi_32_ky_tu
bùi hữu nghĩa tân hạnh đồng nai	4:duoi_32_ky_tu
Triệu việt vương Hai bà trưng	4:duoi_32_ky_tu
đường tây hoà, hồ chí minh	4:duoi_32_ky_tu
số 45duong ho ba mậu đông da hà nội	0:thieu_dau_sai_chinh_ta[duong,số duong,duong ho,đông da,da hà]
Xã Thanh Lâm Mê Linh	4:duoi_32_ky_tu
Phú Lâm, Hà Nội	4:duoi_32_ky_tu
xã đức chính, hải dương	4:duoi_32_ky_tu
đường trần hưng đạo - quận 9 - hồ chí minh	1:gach_noi_giua_cap
Đường 3 Quận 2	4:duoi_32_ky_tu
xã khánh hà liễu ngoại hà nội	4:duoi_32_ky_tu
dự án khu đô thị an khánh an thượng - hà nội	1:gach_noi_giua_cap
khu dân cư bình hưng bình chánh - tp hồ chí minh	1:gach_noi_giua_cap
vĩnh niệm lê chân hải phòng	4:duoi_32_ky_tu
Uyên Hưng Tân Uyên Bình Dương	4:duoi_32_ky_tu
đường tổ ky - quận 12 - hồ chí minh	0:thieu_dau_sai_chinh_ta[tổ ky,ky quận] | 1:gach_noi_giua_cap
hạ lũng, hải an hải phòng	4:duoi_32_ky_tu
đường lò đúc hai bà trưng	4:duoi_32_ky_tu
trương đăng quế gò vấp	4:duoi_32_ky_tu
ngõ 41 phố thái hà hà nội	4:duoi_32_ky_tu
đường xuân đỉnh bắc từ liêm	4:duoi_32_ky_tu
Thôn 10 - Xã Thiên Hương Hải Phòng	1:gach_noi_giua_cap
hoàng bá đạt	4:duoi_32_ky_tu
K82/ 17 Trần Khánh Dư - Ngũ Hành Sơn	1:gach_noi_giua_cap
dự án carillon 3 - tân bình sài gòn	1:gach_noi_giua_cap
Xã Hòa Lạc Phú Tân An Giang	4:duoi_32_ky_tu
quach dinh bao, thái bình	0:thieu_dau_sai_chinh_ta[quach] | 4:duoi_32_ky_tu
Long Phước Long Thành Đồng Nai	4:duoi_32_ky_tu
tân mỹ hà nội	4:duoi_32_ky_tu
khu dân cu thạnh mỹ lợi quận 2 hồ chí minh	0:thieu_dau_sai_chinh_ta[dân cu]
quốc lộ 1a cẩm xuyên	4:duoi_32_ky_tu
165A Đường Nguyễn Sinh Sắc Vinh	4:duoi_32_ky_tu
Phường 14 - Phú Nhuận Hồ Chí Minh	1:gach_noi_giua_cap
nam long 2 - hà huy tập - quận 7	1:gach_noi_giua_cap
đường thái sanh hạnh, mỹ tho	4:duoi_32_ky_tu
phường 13 - hòa hưng	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
cẩm sơn, cẩm xuyên, hà tĩnh	4:duoi_32_ky_tu
ton that thiep bến nghé hồ chí minh	0:thieu_dau_sai_chinh_ta[that,thiep,ton that]
dự án riviera point - phường tân phú - đường huỳnh tấn phát - quận 7 hồ chí minh	1:gach_noi_giua_cap
dự án nguyễn văn cừ - bình chánh - hồ chí minh	1:gach_noi_giua_cap
lý thường kiệt, vũng tàu	4:duoi_32_ky_tu
29 gò vấp hồ chí minh	4:duoi_32_ky_tu
tân quý tây	4:duoi_32_ky_tu
đường nguyễn hoàng, hồ chí minh	4:duoi_32_ky_tu
15 gò vấp hồ chí minh	4:duoi_32_ky_tu
phố trần đại nghĩa hai bà trưng	4:duoi_32_ky_tu
can ho riva park quận 4 sài gòn	0:thieu_dau_sai_chinh_ta[can ho] | 4:duoi_32_ky_tu
đường long hưng tân bình	4:duoi_32_ky_tu
32 - lê văn lương - p. tân hưng - q7	1:gach_noi_giua_cap
Đồng Khởi, Vĩnh Cửu, Đồng Nai	4:duoi_32_ky_tu
đường chau thuong văn - đà nẵng	0:thieu_dau_sai_chinh_ta[thuong] | 1:gach_noi_giua_cap | 4:duoi_32_ky_tu
hà trì 4 - hà đông - hà nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường 61 quận 2	4:duoi_32_ky_tu
the everrich ii đào trị quận 7	4:duoi_32_ky_tu
thuy ung đan phượng hà nội	4:duoi_32_ky_tu
hà đông điện bàn qủang nam	4:duoi_32_ky_tu
Tân Trào, Ninh Kiều, Cần Thơ	4:duoi_32_ky_tu
Dự án Nguyễn Văn Cừ Bình Chánh - Hồ Chí Minh	1:gach_noi_giua_cap
đường xuân thoi 2 xã trung chánh hồ chí minh	0:thieu_dau_sai_chinh_ta[xuân thoi]
An Hải Bắc Sơn Trà	4:duoi_32_ky_tu
trường sơn quận 10 hồ chí minh	4:duoi_32_ky_tu
intracom 2 cầu diễn - bắc từ liêm - hà nội	1:gach_noi_giua_cap
dự án khu cao oc hồng tân bình tân hồ chí minh	0:thieu_dau_sai_chinh_ta[oc]
Thôn Ngọc Trục - Đại Mỗ - Nam Từ Liêm - Hà Nội	1:gach_noi_giua_cap
khu đỗ thị mới cuu vien kiến an - hải phòng	0:thieu_dau_sai_chinh_ta[vien] | 1:gach_noi_giua_cap
87 - tây sơn quang trung đống đa - hà nội	1:gach_noi_giua_cap
số 29 - đường đồng khởi - diên khánh - khánh hòa	1:gach_noi_giua_cap
phú nghĩa chương mỹ hà nội	4:duoi_32_ky_tu
đường bình giã - tân bình - hồ chí minh	1:gach_noi_giua_cap
dự án the lancaster hồ chí minh - phường bến nghé - lê thánh tôn - quận 1	1:gach_noi_giua_cap
64, phường 10 quận 6	4:duoi_32_ky_tu
Đường Bến Vân Đồn	4:duoi_32_ky_tu
dự án kđt linh đàm nguyễn xiển phường đại kim - hoàng mai - hà nội	1:gach_noi_giua_cap
đường tuyên quang - phú thủy - phan thiết - bình thuận	1:gach_noi_giua_cap
tân phú, tp hồ chí minh	4:duoi_32_ky_tu
xuân thủy quận 2 hồ chí minh	4:duoi_32_ky_tu
đường phố tram - long biên hà nội	1:gach_noi_giua_cap
đường nguyễn tất thành hòa vang	4:duoi_32_ky_tu
Đường Đào Su Tich Phường Hòa Minh Liên Chiểu, Đà Nẵng	0:thieu_dau_sai_chinh_ta[tich]
phố hồng mai - hà nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
34/ 1a đường trần khánh dư - hồ chí minh	1:gach_noi_giua_cap
prosper plaza, 22/ 14 phan văn hon, quận 12	0:thieu_dau_sai_chinh_ta[văn hon,hon quận]
dự án green starsbắc. - từ liêm - hà nội	1:gach_noi_giua_cap
đường cư xá lữ gia, hồ chí minh	4:duoi_32_ky_tu
đường 1a kdc nam hưng vuong an lạc bình tân - hồ chí minh	0:thieu_dau_sai_chinh_ta[vuong,hưng vuong] | 1:gach_noi_giua_cap
đường huỳnh khuông an vũng tàu	4:duoi_32_ky_tu
80a ngõ 76 - 12 mậu lương kiến hưng - hà đông	1:gach_noi_giua_cap
trương định - quận 1 tp hồ chí minh	1:gach_noi_giua_cap
68 cầu giấy hà nội	4:duoi_32_ky_tu
Đường Hòa Hảo, Quận 10	4:duoi_32_ky_tu
Đường Tuyên Quang - Phú Thủy - Phan Thiết Bình Thuận	1:gach_noi_giua_cap
đường trần quốc toản - hải châu	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
COWAELMIC - Thanh Xuân - Hà Nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
ngõ 38 phùng chí kiên - hà nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Số 24A - Bình Tân - Hồ Chí Minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
147 đường võ duy ninh - bình thạnh - tp hồ chí minh	1:gach_noi_giua_cap
đường 904 hồ chí minh	4:duoi_32_ky_tu
phố 36 trần não, hồ chí minh	4:duoi_32_ky_tu
số 1 bình tân hồ chí minh	4:duoi_32_ky_tu
tân thành - quận 5	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường 7, buôn ma thuột đắk lắk	4:duoi_32_ky_tu
khu biệt thự thiên nga	4:duoi_32_ky_tu
Đường Dương Khê Tân Phú	4:duoi_32_ky_tu
256/ 11 đường pasteur - quận 3 hồ chí minh	1:gach_noi_giua_cap
khu đỗ thị bình nguyên	4:duoi_32_ky_tu
truong gia mô - thừa thiên huế	0:thieu_dau_sai_chinh_ta[truong] | 1:gach_noi_giua_cap | 4:duoi_32_ky_tu
147 số 2, phường 3, gò vấp	4:duoi_32_ky_tu
đường số 3 - quận 7 - hồ chí minh	1:gach_noi_giua_cap
dự án kđt vĩnh hoàng phường hoàng văn thụ - hoàng mai hà nội	1:gach_noi_giua_cap
wintown - đường tỉnh lộ 10 - xã hựu thạnh đức hòa	1:gach_noi_giua_cap
304 - nguyễn tri phương quận 10	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Dương Đình Nghệ - Đà Nẵng	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
phường đa kao - nguyễn thị minh khai	1:gach_noi_giua_cap
đường lý chính thắng quận 1	4:duoi_32_ky_tu
10a nguyễn thị minh khai quận 1 - hồ chí minh	1:gach_noi_giua_cap
số 53g ngõ 25/ 7 - phố vũ ngọc phan - đống đa hà nội	1:gach_noi_giua_cap
củ chi nha trang	4:duoi_32_ky_tu
đường lương thúc kỳ - đà nẵng	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
củ chi tp hồ chí minh	4:duoi_32_ky_tu
đường chiêu anh các hồ chí minh	4:duoi_32_ky_tu
phường 3, tân an	4:duoi_32_ky_tu
khu dân cu him lam 6a bình chánh, tp hồ chí minh	0:thieu_dau_sai_chinh_ta[dân cu]
phố lê gia định hà nội	4:duoi_32_ky_tu
đường hoàng diệu - xuân thanh - long khánh - đồng nai	1:gach_noi_giua_cap
kdc phú mỹ - công ích quận 4 - phạm hữu lầu quận 7 - hồ chí minh	1:gach_noi_giua_cap
nguyễn như đổ văn miếu - đống đa	1:gach_noi_giua_cap
Đường Cây Da, Bình Dương	4:duoi_32_ky_tu
carillon apartment	3:keyword_la_toan_so | 4:duoi_32_ky_tu
dự án chung cu tây thành tân phú hồ chí minh	0:thieu_dau_sai_chinh_ta[chung cu]
bà điểm, hồ chí minh	4:duoi_32_ky_tu
Vien Dong Building	0:thieu_dau_sai_chinh_ta[vien] | 3:keyword_la_toan_so | 4:duoi_32_ky_tu
Đường 7 - Ninh Kiều	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
yên phúc - hà đông	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
d21 thuận an	4:duoi_32_ky_tu
32 tống văn hên - p15	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
củ chi, tp hồ chí minh	4:duoi_32_ky_tu
sư vạn hạnh - rạch giá	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Đường 4, Bình Chánh Hồ Chí Minh	4:duoi_32_ky_tu
